"id","name","link","akses","kodemenu","dilihat","created_at","updated_at"
6,PO DOC,/logdoc/poDocPerVendor,"ADMINISTRATOR,STAFF REGION,1888.MTK.0722,SUPERVISOR,ADMIN LOGISTIK,ADMIN PRODUKSI,1872.MTK.0622,STAFF OPERASIONAL,STAFF RISET & TRAINING PRODUKSI,ASISTEN DIREKTUR KEUANGAN,ASISTEN DIREKTUR HC,ASISTEN DIREKTUR LOGISTIK,ASISTEN DIREKTUR PRODUKSI,ASISTEN DIREKTUR PENJUALAN,STAFF REGION HC,STAFF REGION KEUANGAN,STAFF REGION LOGISTIK,STAFF REGION PENJUALAN,STAFF REGION PRODUKSI",DOC006,2751,,
